184,198.4,216.4,227.2,218.8,221.6,213.2,245.2
172,185.2,202.8,212.4,204.4,207.2,199.6,229.2
166,179.6,196,205.6,198,200.4,193.2,221.6
162.4,175.6,191.6,201.2,193.6,196,188.8,216.8
159.2,172,188,197.2,189.6,192,184.8,212.4
155.6,168,183.6,192.8,185.6,187.6,181.2,207.6
151.2,163.6,178.8,187.2,180.8,182.8,176,202
147.6,160,174.4,182.8,176.4,178.4,171.6,197.2
163.2,176.8,192.8,202,194.8,197.2,189.6,218.4
178,192,209.6,220,211.6,214.4,206.4,237.6
175.2,188.8,206,216.4,208,210.8,203.2,233.6
173.2,186.8,204,214.4,206,208.8,201.2,231.2
171.6,184.8,202.4,212,204,206.4,199.2,228.8
169.6,182.8,200,209.6,202,204.4,196.8,226.4
167.2,180.8,197.6,206.8,199.6,202,194.4,223.2
165.2,178.4,194.8,204.4,196.8,199.2,192,220.8
174.8,186,206,216.4,208,210.8,202.8,233.6
168.4,181.6,198.8,208.4,200.8,202.8,195.6,224.8
162.4,175.6,191.6,200.8,194,196,188.8,217.2
156.8,169.2,184.8,194,186.8,188.8,182,208.8
150,162,177.2,185.6,179.2,181.2,174.4,200
144.4,156.4,170.4,179.2,172.4,174.4,168,193.2
138.8,150,164,172.4,165.6,167.6,161.2,186
138.4,150,163.6,172,165.2,167.6,161.6,185.6
184,198.4,216.8,227.2,218.8,221.6,213.6,245.2
