191.6,204,224.4,236.4,225.6,232,222.4,253.6
180,191.2,210,222,211.2,217.6,208,238
174.4,185.2,203.6,214.8,204.8,210.8,201.6,230.4
170.4,181.2,198.8,210,200.4,206,197.2,225.2
167.2,177.6,195.2,205.6,196.8,202.4,193.6,221.2
163.6,174,190.8,201.6,192.4,198,189.2,216.4
159.2,169.2,185.6,196.4,187.2,192.8,184.4,210.4
155.6,165.2,181.6,191.6,183.2,188,180.4,205.6
171.6,182.4,200.4,211.2,201.6,207.2,198.4,226.8
185.6,197.6,217.2,229.2,218.8,225.2,215.2,246
183.2,194.4,213.6,225.6,215.2,221.6,212,242.4
181.2,192.4,211.6,223.2,212.8,219.6,209.6,240
179.6,190.8,209.2,221.2,210.8,217.2,207.6,237.2
177.6,186.8,207.2,218.8,208.4,214.8,205.2,234.8
175.2,186,204.4,216,206,212,203.2,232
173.2,184,202.4,213.6,203.6,209.2,200.4,228.8
183.2,194.4,213.6,225.2,214.8,221.2,211.6,242
176.4,187.2,205.6,217.6,207.2,213.2,204.4,233.2
170.4,181.2,198.8,209.6,200.4,205.6,197.2,224.8
164,174.4,191.6,202.4,192.8,198.8,190,217.2
157.6,167.2,183.6,194,185.2,190.4,182.4,208
151.6,161.2,177.2,186.8,178.4,183.2,175.6,200.8
146,155.2,170.4,180,171.6,176.8,169.2,193.2
145.2,154.8,169.6,180,171.2,176.4,168.8,192.8
192,204,224.4,236.8,225.6,232.4,222.4,254
