198.8,212,233.6,247.6,235.2,238.8,231.6,265.2
186.4,199.2,219.2,232.4,220.8,223.6,217.2,248.8
180.8,192.8,212,224.8,213.6,216.4,210,241.2
176.8,188.4,207.2,220.4,208.4,211.6,205.6,235.6
173.2,184.8,202.8,215.6,204.4,207.6,201.6,231.2
169.2,180.8,198.8,210.8,200.4,203.2,197.2,226
164.8,176,193.6,205.2,195.2,198,192,220.4
161.2,172,188.8,200.8,190.4,193.2,187.6,215.2
177.6,189.6,208.4,221.2,209.6,212.8,206.8,237.2
192.8,205.6,226.4,240.4,228,231.2,224.8,257.2
189.6,202.8,222.8,236.4,224,227.6,221.2,253.2
187.6,200.4,220.8,234,222.4,225.2,218.8,250.8
185.6,198.4,218.4,231.6,220,223.2,216.4,248
183.6,196.4,216,229.2,217.6,220.8,214.4,245.6
181.6,194,213.2,226,214.8,218,211.2,242.4
179.6,191.2,210.4,223.2,212,215.2,208.8,239.6
189.2,202.4,222,236,223.6,227.2,220.8,252.8
182.4,194.8,214,227.2,215.6,218.8,212.4,243.2
176,187.6,206.4,219.2,208,210.8,204.4,234.8
169.2,180.8,199.2,211.2,200.4,202.8,197.6,226
162.4,173.6,190.4,202,192,194.8,189.2,216.8
156.4,166.8,183.2,194.8,184.4,187.2,182,208.4
150,160.8,176.4,187.2,177.6,180.4,175.2,200.8
149.6,160.4,176,187.2,177.2,180.4,175.2,200.8
199.2,212.4,233.6,248,235.2,239.2,231.6,265.2
