185.6,198.4,215.6,226.8,216,221.6,212.4,244
174,186,202.4,212.8,202.8,207.6,199.2,228.8
168.4,180.4,195.6,206,196.4,201.2,192.8,221.6
164.4,176.4,191.6,201.6,192,196.8,188.4,216.8
161.6,173.2,188,198,188.4,192.8,185.2,212.4
158.4,169.2,184,193.6,184.8,188.8,181.2,207.6
154,164.8,179.2,188.4,179.6,184,176.4,202.8
150.4,161.6,175.2,184,175.6,180,172.4,198
165.6,177.6,192.8,202.8,193.2,198,189.6,218
180,192.4,208.8,220,209.2,214.4,205.6,236.8
177.2,189.2,205.6,216.8,206,211.2,202.8,232.8
175.2,187.6,204,214.4,204.4,208.8,200.8,230.4
173.6,185.6,202,212,202,206.8,198.8,228
171.6,184,199.6,210,200,205.2,196.4,225.6
169.2,181.6,197.2,207.2,197.6,202.4,194,223.2
167.2,179.6,194.8,204.4,194.8,200,191.6,220.4
176.8,189.2,205.2,216.4,205.6,210.8,202.4,232.8
170.4,182.8,198.4,208.4,198.8,203.6,195.2,224
164.4,176.4,191.2,201.6,192,196.8,188.4,216.8
158.8,170,184.4,194.4,184.8,189.6,182,208.8
152.4,163.6,177.2,186.4,177.6,182,174.4,200.4
146.8,157.2,170.8,180,171.2,175.6,168,193.2
141.2,151.2,164,173.2,164.8,168.8,162,186
140.8,150.8,163.6,172.4,164,168.4,161.2,185.6
185.6,198.4,215.6,226.8,216,221.6,212.4,244.4
