189.2,201.2,223.2,234.4,220.8,226.4,220,249.2
177.2,188,208.8,219.2,206.4,212,205.2,232.8
171.2,181.6,201.6,211.6,199.6,204.8,198.8,224.8
167.2,177.6,197.2,206.8,195.2,200.4,194,220
163.6,174,193.2,202.8,191.2,196.4,190,215.6
160.4,170,188.8,198.4,186.8,191.6,185.6,210.4
155.6,165.2,183.6,192.8,181.6,186.4,180.8,204.8
152,161.2,179.6,188,177.6,182,176.4,200
168.4,178.8,198.4,208,196.4,201.6,195.2,221.6
183.6,194.8,216.4,226.8,213.6,219.6,212.8,241.6
180.4,191.6,212.8,223.2,210,216,209.2,237.6
178.8,189.6,210.4,218.8,208,213.6,206.8,234.8
176.8,187.6,208,218.8,205.6,211.2,204.8,232.4
174.8,185.2,205.6,216.4,203.2,208.8,202.4,229.6
172.4,182.8,202.8,213.2,201.2,206,200,226.4
170,180.8,200.8,210.4,198.4,203.2,197.6,223.6
180,191.2,212,222.4,209.6,215.6,208.8,236.8
173.2,183.6,203.6,214,201.6,207.2,200.8,227.6
166.4,177.2,196.4,206,194.4,199.6,193.2,219.2
160.4,170,188.8,198.4,186.8,192,186,210.4
153.2,162.4,180.4,189.6,178.8,183.2,178,201.2
146.8,156.4,173.6,182.4,172,176.4,170.8,194
140.8,150,166.4,175.2,164.8,169.6,164,186
140.8,149.6,166,175.2,164.4,169.2,164,186
189.6,201.6,223.6,234.4,221.2,226.8,220,249.2
