179.6,192.8,212,223.2,214,217.6,208.8,240.4
168.8,180.8,198.4,208.8,200,203.2,195.2,224.4
162.8,174.4,190,201.6,193.2,196.8,188.8,217.2
159.6,170.8,187.2,197.6,188.8,192.4,184.8,212
156.4,167.2,183.6,193.6,184.8,188.4,181.2,207.6
152.8,163.2,180,189.2,181.2,184,176.8,203.2
148.8,159.2,174.8,184,176,179.6,172,198
144.8,155.2,170.8,180,172,175.2,168,193.2
160.8,171.6,188.8,198.8,190,193.6,185.6,213.6
174.8,186.4,205.2,216,206.4,210.4,202.4,232.4
171.6,183.6,202,212.4,203.2,206.8,198.8,228.8
170,182,200,210.4,201.6,204.8,196.8,225.6
168,180.4,198,208,199.2,203.6,194.8,223.6
166.4,178.4,195.6,206,197.2,200.8,192.8,221.6
164,176,193.2,203.2,194.4,198,190,218.8
162.4,173.6,190.8,201.2,192,195.6,187.6,215.6
171.6,183.2,202,212.4,202.8,206.4,198.8,228.4
165.2,177.2,194.4,204.4,196,199.6,191.6,220
159.6,170.8,187.6,197.6,188.8,192.4,184.8,212.4
154,164.8,181.2,190.4,182,185.2,178.4,204.4
147.2,158,173.2,182.4,174.8,177.6,170.8,196
141.6,152,166.8,176,168,171.2,164.4,189.2
136.4,146,160.8,169.2,161.6,164.8,158.4,182
136,145.6,160.4,169.2,161.2,164.8,158,217.6
180.8,193.2,212,223.2,213.6,217.6,208.8,240.4
