184.8,198,216.4,228,218,222,214.4,244.4
172.8,184.8,202.4,213.2,203.6,207.2,200.8,228.8
166.8,179.2,195.6,206,197.2,200.4,193.6,221.2
163.2,174.8,190.8,201.2,192.4,196,188.8,216
160,171.6,187.2,197.2,188.4,192,185.6,211.6
156.4,167.6,182.8,192.8,184.4,187.6,181.6,206.8
152,162.8,178,187.6,179.6,182.8,176.8,199.6
148,159.2,173.6,183.2,175.2,178,172.4,196.4
164,176,192,202.4,194,197.2,190.4,217.6
179.2,191.6,209.2,220.8,210.8,214.4,207.2,236.8
176,188.4,205.6,217.2,207.2,211.2,204,233.2
174,186.4,203.6,214.8,205.2,208.8,202,230.4
172.4,184.4,201.6,212.4,202.8,206.4,200,228
170.4,182.4,199.6,210,201.2,204,197.6,225.6
168,180.4,196.8,207.2,198.4,202,195.2,222.4
166,178,194,204.8,196,199.2,192.8,220
176,188,205.6,216.8,207.2,211.2,204,232.8
169.6,181.6,198.4,208.8,200,203.2,196.4,224
163.2,175.2,191.2,201.2,192.8,196.4,189.6,216.4
157.6,168.8,184,194.4,185.6,189.2,182.8,208.4
150.8,161.6,176.8,186,178,181.2,175.2,200
145.2,155.6,170,179.6,171.2,174.4,168.8,192.8
139.6,149.6,163.2,172.8,164.8,167.6,162.4,185.2
139.2,149.2,162.8,172.4,164,167.6,162.4,185.2
185.2,198,216.4,228,218,222,214.4,244.8
