186,198,215.6,227.6,218.8,223.2,215.6,246.8
174,184.8,201.6,212.8,204.4,208.4,201.6,230.8
168,179.2,194.8,205.6,198,201.6,194.8,222.8
164.4,174.8,190.4,200.8,193.2,197.2,190.4,218
161.2,171.6,186.4,197.2,189.6,193.2,186.4,213.6
157.6,167.6,182.4,192.8,185.2,188.4,182.4,208.8
153.2,162.8,177.6,187.6,180.4,183.6,177.6,202.8
149.2,159.2,173.2,182.8,175.6,179.2,173.2,198.4
165.2,176,191.6,202,194.4,198.4,191.6,219.6
180,191.6,208.4,220.4,211.6,216,208.4,238.8
177.2,188.4,205.2,216.8,208,212.4,204.8,235.2
175.2,186.4,202.8,214.4,206,210,203.2,232.4
173.6,184.4,201.2,212.4,204,208,201.2,230
171.6,182.4,198.8,210,201.6,205.6,198.8,227.6
169.2,180.4,196.4,207.2,199.2,202.8,196,224.4
167.2,178,193.6,204.4,196.4,200.4,193.6,222
177.2,188,204.8,216.8,208,212,204.8,234.8
170.4,181.2,197.6,208.8,200.8,204.4,197.6,226
164.4,175.2,190.8,201.2,193.6,197.6,190.4,218.4
158.8,168.8,183.6,194,186.4,190,183.6,210.4
152,161.6,176,186,178.8,182,176,201.2
146,155.6,169.2,179.2,172,175.2,169.2,194
140.4,149.6,162.8,172.4,165.2,168.4,162.8,186.8
140,149.2,162.4,172,164.8,168.4,162.4,186.8
186,198,215.6,227.6,219.2,223.6,215.6,246.8
