188,200,220.4,230.4,221.6,225.2,216.4,248
176.4,186.8,206,216,207.2,210.4,202.8,232.4
170.4,181.2,199.6,208.8,200.8,203.2,196,224.4
166.8,177.2,195.2,204,196.4,199.2,191.6,219.6
164,173.6,191.2,200.4,192.4,195.2,188,215.2
160.4,169.6,187.2,196,188,191.2,183.6,210.4
155.6,165.2,182.4,190.8,183.2,185.6,179.2,204.8
152,161.6,178,186.4,179.2,181.6,174.8,200.4
167.6,178.4,196.4,205.6,197.6,200.4,192.8,221.2
182.4,193.6,213.2,223.2,214.4,217.6,209.6,240.4
179.6,190.4,209.6,220,210.8,214.4,206,236.4
177.6,188.4,207.6,217.6,208.8,212,204.4,234
176,186.4,205.2,215.6,206.4,210,202,231.6
174,184.4,203.6,213.2,204.4,207.6,200,229.2
171.6,182.4,200.8,210.4,202,204.8,197.6,226
169.6,180,198.4,207.6,199.6,202.8,194.8,223.2
179.6,190.4,209.2,219.6,210.8,214,206,236.4
172.8,183.2,202.4,211.6,203.2,206.4,198.8,227.6
166.8,177.2,195.2,204.4,196.4,199.2,191.6,220
161.2,170.8,188,197.2,189.2,192,184.8,211.6
154.4,163.6,180.8,189.2,181.6,184,177.2,202.8
148.4,157.6,174,182,174.8,177.6,170.8,196
142.8,151.6,167.2,175.6,168,170.8,164,188.4
142,151.2,166.8,175.2,167.6,170.4,164,188.4
188.4,200,220.4,230.8,221.6,225.2,216.4,248
