201.2,212.8,236.4,245.6,234.8,241.6,232.8,264.8
188.8,200,222,230.4,220,226.4,218.4,248.4
183.2,193.6,214.4,222.8,212.8,219.2,211.6,240.8
178.8,188.8,209.6,218,208,214.4,206.4,235.2
175.6,185.2,205.2,214,203.6,210,202.8,230.4
171.6,181.6,201.2,209.2,199.6,205.2,198.4,225.6
167.2,176.8,196,203.6,194,200,193.2,219.6
163.2,172.4,191.2,198.8,189.2,195.2,188.4,214.4
180,190,210.8,219.6,208.8,215.6,207.6,236.4
195.2,206.4,229.2,238.4,227.2,234,225.6,256.8
192.4,203.2,225.6,234.8,223.6,230.4,222.8,252.8
190.4,201.2,222.4,232.4,221.6,228,220,250.4
188.4,199.2,221.2,229.6,219.2,225.6,218,247.6
186,197.2,218.4,227.2,216.8,223.6,215.6,244.8
184,194.4,215.6,224.4,214,220.4,212.8,242
182,192,213.2,221.2,211.2,217.6,210,239.2
192,202.8,224.8,234.4,223.2,230,222,252.4
184.8,195.6,216.8,225.6,215.2,221.6,213.6,243.2
178.4,188.4,208.8,217.6,207.2,213.6,206,234.8
172,181.6,201.2,209.6,200,205.6,198.8,226
164.8,174.4,193.2,200.8,191.2,197.2,190.4,216.8
158.8,167.6,186,193.6,184,190,183.2,208.4
152.4,161.6,178.8,186,177.2,182.8,176.4,200.8
152,161.6,178.4,186,176.8,182.4,176.4,200.8
202,213.2,236.8,245.6,234.8,241.6,233.2,264.8
