184,196,217.2,227.6,217.2,224.8,215.2,246.8
172.4,184,203.6,213.6,204,210.8,202,231.2
166.8,178.4,197.2,206.8,197.2,204.4,195.6,224
163.6,174.4,192.8,202.8,193.2,200,191.2,219.2
160.4,171.2,189.2,198.8,189.2,196.4,187.6,214.8
156.8,167.2,185.2,194.4,185.2,192,184,210
152.8,163.2,180.4,188.8,180.8,187.2,179.2,204.4
149.2,159.6,176.4,185.2,176.4,183.2,174.8,200
164.8,175.6,194,204,194,201.2,192.4,220.4
178.4,190,210.4,220.8,210.4,218,208.4,238.8
175.6,187.2,207.2,217.6,207.2,214.4,205.6,235.2
173.6,185.6,205.2,215.2,205.2,212.4,203.6,232.8
172,183.6,203.2,213.2,203.2,210.4,201.6,230.4
170,181.6,201.2,210.8,201.2,208,199.2,228
168,179.6,198.4,208,198.4,206,196.8,225.6
166,177.2,196,205.6,196,203.2,194.4,222.8
175.2,186.8,206.8,217.2,206.8,214.4,205.6,235.2
169.2,180.4,199.6,209.6,199.6,206.8,198,226.4
163.6,174.4,192.8,202.4,192.8,200,191.2,218.8
157.6,168,186,195.6,186,192.8,184.8,211.2
151.2,161.6,178.8,187.2,178.8,185.2,177.2,202.8
145.6,155.6,172,180.8,172.4,178.8,170.8,195.2
140.4,149.6,165.6,174,165.6,172,164.4,188
139.6,149.2,164.8,173.6,165.2,171.6,163.6,187.6
184,196,217.2,227.6,217.2,224.8,215.2,246.8
