210,226.8,249.2,262,252.4,256,246.4,281.6
197.6,213.6,234,246.4,237.6,240.8,231.2,264.8
191.6,206.8,226.8,238.8,230,233.2,224.4,256.8
187.2,202.8,222.4,234,225.2,228,219.2,251.2
184,198.8,218,229.6,221.2,224,215.2,246.4
180.4,194.8,213.2,224.4,216.4,219.2,210.4,241.6
175.6,189.6,207.6,219.2,210.8,213.6,205.2,235.6
171.2,185.6,203.2,214,206,208.8,200.8,230
188,203.6,223.2,234.8,226.4,229.2,220.4,252.4
204,220.4,241.6,254.4,244.8,248,238.8,273.2
200.8,216.8,238,250.4,241.6,244.8,235.2,269.2
198.8,214.8,235.6,248,238.8,242.4,232.4,266.4
196.8,212.8,233.6,245.6,236.8,240,230.4,264.4
194.8,210.4,230.8,243.2,234.4,237.2,228,261.6
192.4,207.6,228,240.4,231.2,234.4,225.2,258
190,205.2,225.2,237.2,228.4,231.6,222.4,255.2
200.8,216.8,237.6,250,240.8,244.4,234.4,268.8
193.6,209.2,229.2,241.6,232.8,235.6,226.4,259.6
187.2,202.4,222,230.8,224.8,227.6,218.8,250.8
180.8,195.2,214,225.2,217.2,220,211.2,242.4
173.6,187.6,205.2,216.4,208.4,211.2,203.2,232.8
167.2,181.2,198.4,208.8,201.6,204,195.6,224.4
161.2,174.4,190.8,201.2,194,196.4,188.4,216
160.8,174,190.4,200.8,193.6,196.4,188.4,283.2
210,227.2,249.2,262.4,252.4,256,246.4,282
