181.2,194.4,213.2,223.2,216.8,220.4,211.2,242
169.2,182,199.2,208.4,202.4,205.6,197.6,225.6
163.2,176,192.4,201.6,196,199.2,191.2,218.4
160,172,188,197.2,191.2,194.4,186.8,213.2
156.8,168.4,184.4,193.2,187.6,190.8,183.2,208.8
153.2,164.4,180.4,188.8,183.2,186.4,179.2,204.4
148.8,160.4,175.6,183.6,178.4,181.6,174.4,199.2
144.8,156.4,171.2,179.6,174.4,177.2,170,194
161.2,172.8,189.2,198.4,192.8,196,188,214.8
175.2,188,206,216,209.6,212.8,204.4,233.6
172.4,184.8,202.8,212.4,206,209.2,201.2,230
170.4,182.8,200.8,210.4,203.6,207.2,199.2,227.6
168.4,181.2,198.4,208,202,205.2,197.2,225.2
166.8,179.6,196.4,205.6,200,202.8,195.2,222.4
164.4,176.8,194,202.8,197.2,200.4,192.4,220
162.8,174.8,191.2,200.8,194.8,198,190,217.2
172,184.8,202.4,212.4,206,209.2,201.2,229.6
165.6,178.4,195.2,204.4,198.8,202,194,221.2
160,172,188.4,197.2,191.6,194.4,186.8,213.6
154,165.6,181.6,190,184.4,187.6,180.4,205.6
147.2,158.8,174,182,176.8,180,172.8,197.2
141.6,152.8,167.2,175.6,170.4,173.2,166.4,190
136,146.8,160.8,168.8,163.6,166.8,160.4,182.8
135.6,146.4,160.8,168.4,163.2,166.4,160,182.8
181.2,194.4,213.2,223.2,216.8,220.4,211.6,242
