198,210.8,232,244,235.2,237.6,227.6,260
185.6,198,218,228.8,220.8,222.8,213.6,243.2
180,191.6,210.8,221.6,213.6,215.6,206.8,235.6
176,187.2,206.4,216.8,208.8,210.8,202.4,230.4
172.4,183.6,202.4,212.4,204.4,206.4,198.4,225.6
168.4,180,198,207.6,200.4,202.4,194,220.8
164,175.2,192.8,202.4,195.2,196.8,188.8,214.8
160.4,170.8,188,197.6,190.4,192.4,184.4,209.6
176.8,188.4,207.2,218,209.6,212,203.6,231.6
192,204.4,224.8,236.8,228,230,221.2,251.6
188.8,201.6,222,233.2,224,226.4,217.6,247.6
186.8,199.2,219.6,230.8,222.4,224.8,215.2,245.2
184.8,197.6,217.2,228.4,220,222.4,213.2,242.8
183.2,195.2,214.8,225.6,217.6,220,210.8,240
180.8,192.8,212,222.8,214.8,216.8,208,237.2
178.8,190,209.2,220.4,212,214,205.2,234
188.4,201.2,221.6,232.8,224,226.4,217.2,247.2
182,193.6,213.6,224,216,218,209.2,238.4
175.6,186.8,205.6,216.4,208,210.4,202,230
168.8,180.4,198.4,208.4,201.2,202.8,194.8,221.2
162.4,172.8,190.4,200,192.8,194.4,186.4,212
156.4,166,183.2,192.8,185.2,187.2,180,204.4
150,160,176.4,185.2,178.8,180.4,172.8,197.2
149.6,159.6,176,184.8,178.4,180,172.8,196.8
198.4,211.2,232,244.4,235.2,237.6,228,260
