186,199.2,216,229.6,219.2,221.6,213.2,246.8
174.4,186,202.4,215.2,204.8,207.2,200,231.2
168.4,180.4,195.6,208,198.4,200.8,193.2,223.6
164.8,176.4,191.6,203.2,194.4,196.4,189.2,218.8
162,172.8,187.6,200,190.4,192.4,185.2,214.4
158.4,169.2,183.6,195.6,186,188.4,181.6,209.6
154,164.8,178.8,190.4,181.6,183.6,176.8,204.4
150.4,161.2,174.8,186,177.2,179.2,172.4,199.6
165.6,177.6,192.8,204.8,195.6,197.6,190,220.4
180,192.8,209.2,222.4,212,214.4,206.4,239.2
177.2,188.8,205.6,219.2,208.4,210.8,203.2,235.2
175.6,187.6,203.6,216.8,206.4,208.8,201.2,232.8
173.6,185.6,202,214.4,204.4,206.8,199.2,230.4
172,184,199.6,212.4,202.4,204.8,197.2,228
169.6,181.6,196.8,209.6,200,202.4,194.8,224.8
167.6,179.2,194.8,206.8,197.2,199.6,192,222.4
177.2,189.2,205.6,218.8,208.4,210.8,202.8,234.8
170.4,182.8,198.4,210.8,200.8,203.2,195.6,226.4
164.8,176.4,191.2,203.2,194,196.4,188.8,218.8
158.8,170,184.4,196.4,186.8,189.2,182.4,210.8
152.4,162.8,176.8,188,179.6,181.6,174.8,202
146.4,157.2,170.4,181.2,172.8,174.8,168.4,194.8
140.8,151.2,163.6,174.8,166,168,162,187.6
140.8,150.4,163.2,174.4,165.6,167.6,161.6,187.2
185.6,198.8,216,229.6,218.8,221.6,213.2,246.4
