184.4,199.2,216.4,227.2,218.4,222,212.8,245.2
172.4,186.4,202.8,212.8,204.4,207.6,199.6,229.6
166.8,180.8,196,205.6,198.4,201.2,192.8,222.4
163.6,176.8,191.6,201.6,193.6,196.8,188.4,217.6
160.4,173.2,188,197.6,190,192.8,184.8,213.2
156.8,169.6,184,193.2,186,188.8,181.2,208.4
152.4,165.2,179.2,188,181.2,184,176.4,203.2
148.8,161.6,174.8,183.6,176.8,179.6,172,198.4
164,178,192.8,202.8,194.8,198,189.6,218.8
178.4,192.8,209.6,220.4,211.6,214.8,206,238
175.6,189.6,206,216.8,208,211.6,202.8,234
174,188,204.4,214.4,206,209.2,200.8,231.6
172,186,202,212,204,207.2,198.8,229.2
170,184,200,210,202,204.8,196.8,226.8
168,182,197.2,207.2,199.6,202.8,194,224
166,179.6,194.8,204.4,196.8,200,191.6,221.2
175.6,189.6,205.6,216.4,208,211.2,202.8,233.6
169.2,183.2,198.8,208.4,200.8,204,195.2,225.2
163.6,176.8,191.6,201.2,193.6,196.8,188.4,217.2
157.2,170.4,184.8,194,186.8,189.6,182,209.2
150.8,163.2,177.2,186,179.2,182,174.4,201.2
145.2,157.6,170.4,179.6,172.4,175.2,168,193.6
139.6,151.2,164,172.4,165.6,168.4,161.6,186.4
139.2,150.8,163.2,172,165.2,168,161.2,186
184.4,199.2,216.4,227.2,218.8,222,212.8,245.6
