182.8,196.4,214.4,228,216.8,219.2,213.2,243.6
170.8,183.2,200.8,213.6,202.8,204.4,199.2,227.6
165.2,177.6,194,206.4,196.4,198,192.8,220.4
161.6,173.6,189.6,201.6,192,193.6,188.4,215.2
158.4,170,186,198,188,189.6,184.8,210.8
154.8,166.4,182,193.6,184,182.8,180.8,206
150.8,161.6,177.2,188.4,179.2,180.8,176,200.8
146.8,158,172.8,184,174.8,176.4,171.6,196
162.8,174.8,190.8,202.8,193.2,194.8,189.6,216.8
176.8,189.6,207.6,221.2,210,211.6,206,236
174,186.8,204,217.6,206.4,208.4,203.2,232
172.4,184.8,202.4,215.2,204.4,206,200.8,229.6
170.4,182.8,200.4,212.8,202.4,204,198.8,227.2
168.4,181.2,198,210.4,200.4,202,196.8,224.8
166.4,178.8,195.2,208,198,199.6,194,222
164,176.8,192.8,205.2,195.2,196.8,191.6,219.2
174,186.8,204,217.2,206,208,202.8,231.6
167.6,180,196.8,209.2,199.2,200.8,195.6,223.2
162,173.6,190,202,192,194,188.8,215.6
156,167.6,183.2,194.8,185.2,186.8,182,207.6
149.2,160.8,175.6,186.8,177.6,179.2,174.4,199.2
143.6,154.8,169.2,180,171.2,172.4,168,192
138.4,148.4,162.4,173.2,164.4,166,162,184.8
138,148.4,162,173.2,164,165.6,161.6,184.8
183.2,196.4,214.8,228.4,217.2,218.8,213.2,243.6
