184.4,197.6,215.6,226.8,217.2,220,212.8,244.4
172.8,184.8,202,212.4,203.6,206,199.2,228.4
167.2,179.2,195.2,205.6,196.8,199.6,192.8,221.2
164,175.2,190.8,201.2,192.4,195.2,189.2,216
160.4,171.6,187.2,197.6,188.8,191.2,184.8,211.6
156.8,168,183.6,193.2,184.4,187.2,181.2,206.8
152.8,164,178.4,188,180,182.4,176,202
148.8,160,174.4,183.6,175.6,178,172,196.8
164.4,176.4,192,202.4,193.6,196.4,189.6,217.6
178.8,191.2,208.8,220,210,213.2,206,236.4
176,188.4,205.2,216.4,206.8,209.6,202.8,232.4
174,186.4,203.6,214.4,204.8,207.6,200.8,230
172.4,184.4,201.6,212,202.8,205.2,198.8,227.6
170.4,182.8,199.2,209.6,200.8,203.6,196.4,225.2
168,180.4,196.8,207.2,195.6,200.8,194,222.8
166,178,194,204.4,195.6,198.4,191.6,219.6
175.6,188,205.2,216.4,206.4,209.6,202.8,232
169.2,181.6,198,208.4,199.6,202.4,195.2,223.6
163.6,175.2,190.8,201.2,192.4,195.2,188.4,216
157.6,168.8,184,194,185.6,188,182,208
151.2,162,176.4,186,178,180.4,174.4,199.6
145.2,156,170,179.2,171.6,173.6,167.6,192
139.6,149.6,163.2,172,164.4,166.8,161.6,184.8
139.2,149.2,162.4,171.6,164,166.4,161.2,184.4
184.8,197.6,215.6,227.2,217.2,220,212.8,244.4
